title,primary_field,publisher,2000,2005,2010,2015,2020
MR imaging of the ectopic bright signal of posterior pituitary regeneration.,Biology,American Society of Neuroradiology,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,,
MR imaging of the internal carotid artery in ischemic cerebrovascular disorders: clinical and angiographic correlation,Radiology,Korean Academy of Medical Sciences,,,,-1.897119984885881,
MR microscopy and high resolution small animal MRI: applications in neuroscience research.,Effective diffusion coefficient,Prog Neurobiol,,,,-0.9522417961598136,-0.9522417961598136
MR microscopy of perfused brain slices,Medicine,"Wiley Subscription Services, Inc., A Wiley Company",,-1.0751399324829674,-1.0751399324829674,-0.817598776723422,-0.817598776723422
MRI (磁気共鳴画像診断法) により病巣を明らかにし得たoculo-palato-skeletal myoclonus の1例,Anesthesia,一般社団法人 日本脳卒中学会,,-1.897119984885881,-1.897119984885881,,
MRI Paramagnetic Probes for Cellular Labeling,Chemistry,WILEY‐VCH Verlag,,,,,-1.5429481711652673
MRI in unexplained mononeuropathy,Neuroscience,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
MS/MS of energetic compounds. A collision induced dissociation (CID) study of some polynitrobiphenyl-2-amines,Tandem mass spectrometry,Taylor & Francis Group,,,,-1.897119984885881,
MSTAR: a submicrometer absolute metrology system,Interferometry,Optical Society of America,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
MUC1 Enhances Tumor Progression and Contributes Toward Immunosuppression in a Mouse Model of Spontaneous Pancreatic Adenocarcinoma,Biology,American Association of Immunologists,,,,-1.5429481711652673,-1.317001534623941
MUC1 enhances invasiveness of pancreatic cancer cells by inducing epithelial to mesenchymal transition,Cancer research,Nature Publishing Group,,,,,-1.2819343457956478
MULTI-PARAMETER RADAR MEASUREMENTS OF A SEVERE CONVECTIVE STORM IN CCOPE.,Meteorology,American Meteorological Soc,,-1.897119984885881,,,
MULTICOMPONENT WAVE PROPAGATION: ATTAINMENT OF COHERENCE FROM ARBITRARY STARTING CONDITIONS†,Classical mechanics,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
MULTIDIMENSIONAL CHEMICAL MODELING OF YOUNG STELLAR OBJECTS. III. THE INFLUENCE OF GEOMETRY ON THE ABUNDANCE AND EXCITATION OF DIATOMIC HYDRIDES,Astronomy,IOP Publishing,,,,,-1.647659125254298
MULTINATIONAL COMPANIES AND TRANSFER PRICING,Multinational corporation,Blackwell Publishing Ltd,-1.897119984885881,,,,
MULTIPLE GENETIC ALTERATIONS IN DISTAL AND PROXIMAL COLORECTAL CANCER,Mutation,Elsevier,-0.9038682118755978,-0.6667487067054143,-0.6667487067054143,-1.6667487067054143,-1.6667487067054143
MULTIPLE PITUITARY HORMONE DEFICIENCIES IN EIGHT SIBLINGS OF ONE JEWISH MOROCCAN FAMILY,Biology,Blackwell Publishing Ltd,-1.897119984885881,,,,
MULTIPLE STEADY STATES IN A CONFINED POROUS MEDIUM WITH LOCALIZED HEATING FROM BELOW,Calculus,Taylor & Francis Group,,,-1.897119984885881,,
MULTIVARIATE TESTS OF THE ZERO-BETA CAPM,Financial economics,Elsevier,,-1.897119984885881,,,
MUTUAL GROOMING AND NEAREST-NEIGHBOR RELATIONSHIPS AMONG FOALS OF EQUUS CABALLUS,Psychology,Elsevier,,-1.897119984885881,-1.897119984885881,,
Mach-Zehnder Heterodyne Interferometer,Astronomical interferometer,International Society for Optics and Photonics,-1.897119984885881,,,,
Machine Tools Selection Technology for Networked Manufacturing,Machine tool,IEEE,,,,-1.2819343457956478,-1.2819343457956478
Machines with a purpose,Theoretical physics,Oxford University Press,,,-1.897119984885881,,
Mackerel/Tuna Platform Design And Installation,Fishery,Offshore Technology Conference,-1.897119984885881,,,,
Macroinvertebrate communities in the erosional biotope of an urban stream in Nigeria,Biology,Taylor & Francis Group,,,,-1.897119984885881,
"Macromolecules, dogmatism, and scientific change: The prehistory of polymer chemistry as testing ground for philosophy of science",Philosophy of science,Pergamon,,,-1.897119984885881,,
Macrophage activation by interferon: dissociation between tumoricidal capacity and suppressive activity,Tissue culture,WILEY‐VCH Verlag GmbH,-1.5429481711652673,-1.5429481711652673,,,
Macrophage death and defective inflammation resolution in atherosclerosis,Biology,NIH Public Access,,,,,-1.2819343457956478
Macrophages in normal human bone marrow and in chronic myeloproliferative disorders: An immunohistochemical and morphometric study by a new monoclonal antibody (PG-M1) on trephine biopsies,Immunohistochemistry,Virchows Arch A Pathol Anat Histopathol,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,
Macrophyte Influences on Sediment Resuspension and Export in a Shallow Impoundment,Wind speed,Taylor & Francis Group,,,,-1.2819343457956478,
Macroporous hydroxyalkyl methacrylate copolymers containing reactive functional groups,Polymer chemistry,Hüthig & Wepf Verlag,-1.897119984885881,,,,
"Macular amyloidosis, presenting as periocular hyperpigmentation",Dermatology,Blackwell Publishing Ltd,-1.897119984885881,-1.897119984885881,,,
Macular traction detachment and diabetic macular edema associated with posterior hyaloidal traction,Traction,Elsevier,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
"Maddick, Heather, ed. County Maps: Land Ownership of Maps in Canada in the 19th Century. Ottawa: National Map Collection, Public Archives of Canada, 1976. Pp. vi, 94. Illustrations. FreeMaddick, Heather, ed. County Maps: Land Ownership of Maps in Canada in the 19th Century. Ottawa: National Map Collection, Public Archives of Canada, 1976. Pp. vi, 94. Illustrations. Free",Environmental ethics,Urban History Review / Revue d'histoire urbaine,-1.897119984885881,,,,
"Madeline Harrison Caviness, The Early Stained Glass of Canterbury Cathedral, circa 1175–1220 . Princeton, N.J.: Princeton University Press, 1977. Pp. xix, 190; 4 color plates, 218 black-and-white plates, 3 text figures, 22 appendix figures. $35.",History,Cambridge University Press,-1.897119984885881,,,,
Magma sources for some mid-Proterozoic granitoids in SE Sweden: geochemical and isotopic constraints,Geology,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
"Magmatic Na-rich phlogopite in a suite of gabbroic crustal xenoliths from Volcan San Pedro, Chilean Andes: Evidence for a solvus relation between phlogopite and aspidolite",Geology,Mineralogical Society of America,,,,-1.2819343457956478,-1.2819343457956478
Magmatic inclusions and felsic clasts in the Dar al Gani 319 polymict ureilite,Partial melting,Blackwell Publishing Ltd,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Magnesium does not limit ewe milk production.,Endocrinology,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
Magnetic After‐Effects in (Fe1−xGax)84B16 Amorphous Alloys,Chemistry,WILEY‐VCH Verlag,,-1.897119984885881,-1.897119984885881,,
Magnetic Anomalies Over Iceland and Surrounding Seas (Text to Accompany Map),Seismology,Springer US,-1.897119984885881,-1.897119984885881,,,
Magnetic Co/Al multilayers prepared by planar magnetron sputtering,Microstructure,American Institute of PhysicsAIP,,,,-1.897119984885881,
Magnetic Field Shift due to Mechanical Vibration in Functional Magnetic Resonance Imaging,Radiology,NIH Public Access,,,,-1.2819343457956478,-0.9038682118755978
Magnetic Field Splitting and Dispersion of the Lower 1S-Exciton Polariton in KI and RbI,Oscillator strength,WILEY‐VCH Verlag,,,-1.897119984885881,,
Magnetic Hardening of Heavily Cold Worked Co–Fe–Nb Alloy,Metallurgy,The Japan Institute of Metals,-1.897119984885881,,,,
Magnetic Optimization Algorithms a new synthesis,Acceleration,IEEE,,,,,-1.2819343457956478
Magnetic Properties of Epitaxial Metallic Superlattices,Magnetism,IOP Publishing,,,,-1.897119984885881,
Magnetic Properties of SrFe 1-x Co x O 3,Magnetization,IEEE,,-1.897119984885881,,,
Magnetic Relaxation of Ideal Superparamagnets Studied by Monte‐Carlo‐Simulation,Chemistry,WILEY‐VCH Verlag,-1.897119984885881,-1.897119984885881,,,
Magnetic Resonance Spectroscopy Identifies Neural Progenitor Cells in the Live Human Brain,Nuclear magnetic resonance spectroscopy,American Association for the Advancement of Science,,,-1.7044356410563801,-1.7044356410563801,-1.1732011456591822
Magnetic Scaffolds Enriched with Bioactive Nanoparticles for Tissue Engineering,Materials Science,WILEY‐VCH Verlag,,,,,-1.2819343457956478
Magnetic Shielding by Superposition of Hybrid Ferromagnetic Cylinder over a YBCO Thick-Film Cylinder,Nuclear magnetic resonance,The Magnetics Society of Japan,,,,,-1.897119984885881
Magnetic Study of the His-Purkinje Conduction System in Man,Electronic engineering,IEEE,-1.2819343457956478,,,,
"Magnetic alignment in 2212 Bi-based superconducting system: I. Magnetic orientation of Bi{sub 2}Sr{sub 2}Ca{sub 1{minus}{ital x}}(RE){sub {ital x}}Cu{sub 2}O{sub 8{minus}{ital y}} [(RE)=Gd, Dy, Ho, Er] powder dispersed in epoxy resin at room temperature",Materials Science,"Subscription Fulfillment, Materials Research Society",,,,,-1.897119984885881
Magnetic and EPR studies of edge-localized spin paramagnetism in multi-shell nanographites derived from nanodiamonds,X-ray scattering techniques,Elsevier,,,,,-1.2819343457956478
Magnetic and transport properties of amorphous FeAuB films,Amorphous metal,American Institute of Physics,-1.897119984885881,-1.897119984885881,,,
Magnetic anisotropies in Co/Ni(111) multilayers,Nickel,American Institute of Physics,,,,-1.897119984885881,
Magnetic bead-based salivary peptidome profiling for periodontal-orthodontic treatment,Biology,BioMed Central,,,,,-1.5429481711652673
Magnetic characteristics of RAgGa compounds,Curie temperature,American Institute of Physics,,-1.897119984885881,,,
Magnetic circuit design by topology optimization for Lorentz force maximization in a microspeaker,Classical mechanics,Korean Society of Mechanical Engineers,,,,-1.2819343457956478,-1.2819343457956478
Magnetic circular dichroism and ground state splittings,Atomic physics,American Institute of Physics,,,-1.897119984885881,,
"Magnetic composites from minerals: study of the iron phases in clay and diatomite using Mössbauer spectroscopy, magnetic measurements and XRD",Nuclear magnetic resonance,Springer Netherlands,,,,,-1.2819343457956478
Magnetic coupling in granular aluminum superconducting films,Magnetic field,American Physical Society,-1.897119984885881,-1.897119984885881,,,
Magnetic disaccommodation in ferrous Zinc ferrites,Chemistry,WILEY‐VCH Verlag,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,,
Magnetic field and temperature dependence of critical current densities in multilayer YBa2Cu3O7−δ films,Transport,American Institute of Physics,,,,,-1.897119984885881
Magnetic field for the onset of resistivity : angular dependence and temperature-induced dimensional crossover in Bi-Sr-Ca-Cu-O,Critical field,American Physical Society,,,,-1.897119984885881,
Magnetic field penetration into a layered superconductor,Magnetic field,IOP Publishing,-1.897119984885881,,,,
Magnetic field profiles in depressed collector region for small-orbit gyrotrons with axial or radially extracted spent beam,Feasibility study,Taylor & Francis Group,,,,-1.897119984885881,
"Magnetic field, dust and axisymmetrical mass loss on the asymptotic giant branch",Magnetohydrodynamics,Oxford University Press,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Magnetic materials obtained by the compacting of reactive Mn-Zn ferrite powders,Magnet,North-Holland,-1.897119984885881,,,,
"Magnetic mineral transport and sorting in the swash‐zone: northern Lake Erie, Canada",Geomorphology,Blackwell Publishing Ltd,,,,-0.9038682118755978,-0.6301723813985569
"Magnetic moments and curie temperatures of (Fe, Ni) 80 (P, B) 20 amorphous alloys",Curie–Weiss law,IEEE,-1.897119984885881,,,,
Magnetic permeability disaccommodation in an Fe-Al(24.3 at.%)-C alloy in the temperature range 260 to 400 K,Nuclear magnetic resonance,Taylor & Francis Group,-1.897119984885881,,,,
Magnetic properties of Ti5Si3 contaminated by Fe during mechanical alloying processes,Titanium,American Institute of Physics,,,,-1.897119984885881,
Magnetic properties of alternately evaporated Fe-Gd films,Redox,IEEE,,-1.897119984885881,,,
Magnetic properties of an amorphous antiferromagnet,Computer simulation,American Institute of Physics,-1.897119984885881,,,,
Magnetic properties of ferromagnetic γ-Fe films on Cu (111),Chemistry,WILEY‐VCH Verlag,-1.897119984885881,,,,
Magnetic properties of plutonium diantimonides,Magnetism,WILEY‐VCH Verlag,-1.897119984885881,-1.897119984885881,,,
Magnetic properties of the two-dimensional n=0 vector model.,Phase transition,American Physical Society,,,-1.897119984885881,,
Magnetic proxy for the deep (Pacific) western boundary current variability across the mid-Pleistocene climate transition,Geophysics,Elsevier,,,,,-1.2819343457956478
Magnetic resonance appearance of the kidneys in paroxysmal nocturnal hemoglobinuria,Endocrinology,Urol Radiol,,-1.897119984885881,-1.897119984885881,,
Magnetic resonance imaging of pigmented villonodular synovitis: a report of two cases.,Joint,Skeletal Radiol,,-1.2819343457956478,-1.2819343457956478,,
Magnetic resonance imaging of the retroperitoneum,Radiology,Urol Radiol,,,-1.897119984885881,,
Magnetic resonance imaging to diagnose intralobar pulmonary sequestration.,Radiology,American College of Chest Physicians,,-1.897119984885881,-1.897119984885881,,
Magnetic resonance neurography of peripheral nerve lesions in the lower extremity,Radiology,Neurosurgery,,-1.2819343457956478,-0.9522417961598136,-0.9522417961598136,-0.9522417961598136
Magnetic resonance-Raman optical activity of ferrocytochrome c theory and experiment,Chemistry,"John Wiley & Sons, Ltd.",-1.897119984885881,-1.897119984885881,,,
Magnetic velocity sensors,Electronic engineering,IEEE,,,,-1.897119984885881,
Magnetic x-ray scattering,Atomic physics,IOP Publishing,,,,-1.897119984885881,
Magnetic-field induced metal-insulator transition in InSb and Hg0.79Cd0.21Te at very low temperatures,Hall effect,Elsevier,,-1.897119984885881,-1.897119984885881,,
Magnetic-fusion data acquisition at Los Alamos,Control system,American Institute of Physics,,-1.897119984885881,-1.897119984885881,,
Magnetically Dominated Strands of Cold Hydrogen in the Riegel-Crutcher Cloud,Astronomy,IOP Publishing,,,,,-1.647659125254298
Magnetics in geoexploration,Geophysics,Indian Academy of Sciences,,,-1.897119984885881,,
"Magnetische, EPR‐ und Mößbaueruntersuchungen an wasserfreien Alkylammoniumfluoroferraten(III)",Chemistry,WILEY‐VCH Verlag,,,-1.897119984885881,,
Magnetization Reversal of the Two-Dimensional Heisenberg Ferromagnet with Weak Ising Anisotropy,Saddle point,Oxford University Press,-1.897119984885881,,,,
Magnetization and Spin‐Flip Raman Scattering in Cd1−xMnxS,Raman scattering,WILEY‐VCH Verlag,-1.2819343457956478,-0.9522417961598136,-1.8394963712951256,-1.8394963712951256,-1.8394963712951256
Magnetization decay effects in NbTi multifilamentary superconducting wires,Titanium alloy,IEEE,,,,-1.897119984885881,
Magnetocaloric effect and magnetic refrigeration,Intermetallic,North-Holland,,-0.9038682118755978,-0.6301723813985569,0.04162167469081945,0.1570037488096647
Magnetogravitational instability of an infinite homogeneous rotating plasma through a porous medium with finite electrical and thermal conductivities,Classical mechanics,Kluwer,,,-1.897119984885881,,
Magnetohydrodynamics Of Nematic Mesophases by E.S.R.,Magnetohydrodynamics,Taylor & Francis Group,,-1.897119984885881,-1.897119984885881,,
Magnetoinductive and Electroinductive Coupling in Plasmonic Metamaterial Molecules,Materials Science,WILEY‐VCH Verlag,,,,-1.5429481711652673,-1.5429481711652673
Magnetoresistance of rare earth iron garnets,Magnetic field,American Institute of Physics,-1.897119984885881,,,,
Magnetospheric response to the IMF: substorms,Meteorology,"Society of Geomagnetism and Earth, Planetary and Space Sciences",,-1.897119984885881,-1.897119984885881,,
Magnetostatic mode excitations in ferromagnetic layer compounds,Two-dimensional space,IEEE,-1.897119984885881,,,,
Magnetostratigraphy of the Evron Member--implications for the age of the Middle Acheulian site of Evron Quarry.,Method,J Hum Evol,,-1.2819343457956478,-1.2819343457956478,-0.9522417961598136,-0.9522417961598136
Magnetostriction of transition-metal-metalloid glasses: Temperature dependence,Nickel,American Physical Society,-1.897119984885881,,,,
Magnetotelluric soundings in the Canadian Rocky Mountains,Geophysics,Oxford University Press,,,-1.897119984885881,,
Magnetotransport and luminescence measurements in an n‐type selectively doped InGaAs/GaAs strained quantum well structure,Magnetoresistance,American Institute of Physics,,,-1.897119984885881,,
Magnitude estimation of loudness I: application to hearing aid selection,Selection,American Speech and Hearing Association,,-1.897119984885881,,,
Magnétisme local du fer dans les superréseaux Fe/Ir(100),Chemistry,EDP sciences,,,,,-1.897119984885881
Mainstream sensor unit for closed-circle anesthetic gas monitoring,Electronic engineering,International Society for Optics and Photonics,,,,,-1.897119984885881
Maintenance of plasmids in HU and 1HF mutants of Escherichia coli,Mutation,Taylor and Francis Ltd.,,,-1.897119984885881,,
"Maitotoxin, A Presumed Calcium Channel Activator, Induces the Acrosome Reaction in Mussel Spermatozoa",Biology,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
"Majid Khadduri, Socialist Iraq: A Study in Iraqi Politics since 1968 (Washington, D.C.: The Middle East Institute, 1978). Pp. x, 265.",Development economics,Cambridge University Press,-1.897119984885881,-1.897119984885881,,,
Major Advances in Determining Appropriate Selection Goals,Molecular genetics,Elsevier,,,,,-1.2819343457956478
Major liver resections for hepatocellular carcinoma on cirrhosis: Early and long‐term outcomes,Medicine,"Wiley Subscription Services, Inc., A Wiley Company",,,,,-1.2819343457956478
Making Boards Effective: An Empirical Examination of Board Task Performance,Public Relations,Blackwell Publishing Ltd,,,,-0.9038682118755978,-0.9038682118755978
Making a Second Language Work,First-generation programming language,Taylor & Francis Group,,,,-1.897119984885881,
Making a field effect transistor on a single graphene nanoribbon by selective doping,Field-effect transistor,American Institute of Physics,,,-1.2819343457956478,-1.0751399324829674,-1.0751399324829674
Making asynchronous parallelism safe for the world,Shared memory,ACM,,-1.2819343457956478,-1.2819343457956478,,
Making contact to aged surfaces,Materials Science,IEEE,,,,-1.897119984885881,
Making retweeting social,News,Elsevier Science Publishers B. V.,,,,,-1.5429481711652673
Making the Best Use of Nursing Skills: Managers and Clinicians in Partnership,Quality circle,MCB UP Ltd,,,,-1.897119984885881,
"Making the `MOST' out of RFID technology: a research agenda for the study of the adoption, usage and impact of RFID",Radio-frequency identification,Kluwer Academic Publishers-Plenum Publishers,,,,-1.5429481711652673,-1.5429481711652673
"Mal de Meleda (MDM) caused by mutations in the gene for SLURP-1 in patients from Germany, Turkey, Palestine, and the United Arab Emirates.",Mutation,Hum Genet,,,,,-1.2819343457956478
Malabsorption of long-chain fatty acid in cholera toxin-induced secretory diarrhea.,Biology,Dig Dis Sci,,-1.897119984885881,-1.897119984885881,,
Maladie de Dupuytren. Revue de 326 patients operes.,Medicine,"Paris : Expansion scientifique française, -1989.",,,-1.897119984885881,,
Malaria in Papua New Guinea Implications for the British Army,Epidemiology,British Medical Journal Publishing Group,,,-1.897119984885881,,
Male crickets increase sperm number in relation to competition and female size,Biology,Springer,,,-0.9038682118755978,-0.6301723813985569,-0.6301723813985569
Male eye span in stalk-eyed flies indicates genetic quality by meiotic drive suppression,Biology,Nature Publishing Group,,,,,-1.2819343457956478
Male-killing Spiroplasma naturally infecting Drosophila melanogaster,Biology,Blackwell Science Ltd,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Male‐male courtship behavior induced by ectopic expression of the Drosophila white gene: Role of sensory function and age,Psychology,"John Wiley & Sons, Inc.",,,,,-1.897119984885881
Malformity in deer.,Biology,Taylor & Francis Group,-1.897119984885881,-1.897119984885881,,,
Malignant Lymphoma of the Testis,Endocrinology,Elsevier,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,,
Malignant Pleural Mesothelioma,Medicine,American Society of Clinical Oncology,,,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978
Malignant Pleural Mesothelioma in a Child —A Case Report,Medicine,Blackwell Publishing Ltd,,,-1.897119984885881,,
Malignant astrocytic gliomas in children.,Radiation therapy,"Wiley Subscription Services, Inc., A Wiley Company",,,-1.897119984885881,,
Malignant cell attachment to endothelium of ex vivo perfused human umbilical vein modulation by platelets plasma and fibronectin,Biology,Thromb Res,,,,-1.897119984885881,
Malignant fibrous histiocytoma. An Analysis of 200 Cases,Medicine,"Wiley Subscription Services, Inc., A Wiley Company",-0.6301723813985569,-1.630172381398557,-1.4155154439616657,-1.2388919082823489,-1.2388919082823489
Malignant primary chest-wall tumours: techniques of reconstruction and survival.,Medicine,Oxford University Press,,,,-1.2819343457956478,-1.2819343457956478
Malignant pulmonary lymphoproliferative angiitis. A monoclonal neoplasm,Medicine,"Wiley Subscription Services, Inc., A Wiley Company",-1.897119984885881,,,,
Maltulose formation during saccharification of starch,Hydrolysis,WILEY‐VCH Verlag GmbH,,,-1.897119984885881,,
Mammographic Image Quality,Medicine,International Society for Optics and Photonics,-1.897119984885881,,,,
"Mammography for older women: Who uses, who benefits?",Endocrinology,Gerontological Society of America,,,,-1.897119984885881,
Mammosomatotroph adenoma of the pituitary associated with gigantism and hyperprolactinemia. A morphological study including immunoelectron microscopy,Biology,Acta Neuropathol,,-1.897119984885881,-1.897119984885881,,
Man and Climate: An Overview,Meteorology,IEEE,-1.897119984885881,,,,
Man and Nature: Cognitive and Emotional Elements in the Views of Twelve‐Year‐Old Schoolchildren,Psychology,Taylor & Francis Group,,-1.897119984885881,,,
Management Considerations in Sludge and Effluent Disposal,Environmental Engineering,Springer Netherlands,,-1.897119984885881,-1.897119984885881,,
Management Development Methods,Economics,MCB UP Ltd,-1.897119984885881,-1.897119984885881,,,
"Management Implications of the Distribution and Diet of Sympatric Populations of Juvenile Coho Salmon and Coastal Cutthroat Trout in Small Streams in British Columbia, Canada",Fishery,Taylor & Francis Group,,-1.897119984885881,,,
Management Of Insect Pests Of Soybean In Brazil And Other Latin American Countries,Pulp and paper industry,Springer Netherlands,,,,-1.897119984885881,
Management Theories As Observed in Hotel and Restaurant Managers,Public Relations,SAGE Publications,-1.897119984885881,,,,
Management aspects of interconnected networks,Construction engineering,IET,,,-1.897119984885881,,
Management of Chronic Non‐Rheumatic Pain in the Elderly*,Psychiatry,Blackwell Publishing Ltd,-1.897119984885881,,,,
Management of chronic alveolar hypoventilation by nasal ventilation.,Positive pressure,American College of Chest Physicians,,,-1.897119984885881,,
"Management of common potentially serious paediatric illnesses by aid post orderlies at Tari, Southern Highlands Province.",Medicine,Medical Society of Papua New Guinea,,,,-1.897119984885881,
Management of corporate communication networks in the OSI environment,Network management,IEEE,,,,-1.897119984885881,
Management of distal ulcerative colitis: frequently asked questions analysis,Gastroenterology,Blackwell Publishing Asia,,,,-1.2819343457956478,-1.2819343457956478
Management of frontal sinus fractures: Changing concepts,Fracture,Clin Plast Surg,,,,-1.2819343457956478,
Management of high-grade stage I adenocarcinoma of the endometrium: hysterectomy following low dose external beam pelvic irradiation,Radiology,Elsevier,,-1.897119984885881,-1.897119984885881,,
Management of ingrowing toenail,Medicine,"John Wiley & Sons, Ltd.",,,-1.897119984885881,,
Management of labyrinthine fistulas caused by cholesteatoma,Medicine,SAGE Publications,,,,-1.897119984885881,
Management of large‐scale interdisciplinary environmental programmes,Economics,Blackwell Publishing Ltd,-1.897119984885881,,,,
Management of the endodontically treated tooth. Part II: Technique,Materials Science,Elsevier,-1.897119984885881,-1.897119984885881,,,
Management of third-trimester diabetic pregnancies with the use of continuous subcutaneous insulin infusion therapy: A pilot study,Endocrinology,Elsevier,,-1.897119984885881,,,
Management of thyroglossal tract disease after failed Sistrunk’s procedure,Persistence,Cambridge University Press,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Managerial Competences in Small Firms,Economics,MCB UP Ltd,,,-1.2819343457956478,-1.2819343457956478,
Managing High-Tech Capacity Expansion via Reservation Contracts,Biological life cycle,Blackwell Publishing Ltd,,,,-1.5429481711652673,-1.5429481711652673
Managing Information Technology Investment Risk: A Real Options Perspective,Investment management,"M. E. Sharpe, Inc.",,,-0.9038682118755978,-0.9038682118755978,-0.9038682118755978
Managing Local Commons: Theoretical Issues in Incentive Design,Economics,American Economic Association,,,,-1.2819343457956478,
Managing a radiology department: a three dimensional problem,Medicine,IEEE,-1.897119984885881,-1.897119984885881,,,
Managing absence in an NHS hospital,Actuarial science,Blackwell Publishing Ltd,,,-1.897119984885881,,
Managing brands and customer engagement in online brand communities,Public Relations,Emerald Group Publishing Limited,,,,,-1.2819343457956478
Managing computer-aided engineering - a teaching approach,Engineering Management,IET,,-1.897119984885881,,,
"Managing emerging diseases borne by fruit bats (flying foxes), with particular reference to henipaviruses and Australian bat lyssavirus.",Biology,Blackwell,,,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978
Managing fisheries using genetic data: case studies from four species of Pacific salmon,Fishery,Elsevier,,,,-1.2819343457956478,-0.9522417961598136
Managing the component-tolerances,Economics,Carfax Publishing Company,,,-1.897119984885881,,
Managing the internationalization of R&D activities,Multinational corporation,IEEE,,,,,-1.5429481711652673
Managing the solvent water polarization to obtain improved NMR spectra of large molecular structures,Magnetization transfer,J Biomol NMR,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Mandibular first premolar with three root canals.,Dentistry,Blackwell Publishing Ltd,,,-1.897119984885881,,
Manganese Ion Elicits a Binding Activity of Placenta Vitronectin Receptor to Fibronectin Cell-Binding Domain,Biology,Japan Society for Cell Biology,,,,-1.897119984885881,
"Manganese, copper, zinc, and iron concentrations and subcellular distribution in two types of skeletal muscle.",Distribution,SAGE Publications,,,,-1.897119984885881,
Manganite thin film/ZnO nanowire (nanosheets) p-n junctions,Surface science,American Institute of Physics,,,,-1.2819343457956478,-1.2819343457956478
Manic-Depressive Illness in Children: Treatment With Lithium Carbonate,Psychology,SAGE Publications,,-1.897119984885881,-1.897119984885881,,
"Manipulating cereal endosperm structure, development and composition to improve end-use properties",Botany,Academic Press,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Manipulating the torsion of molecules by strong laser pulses,Atomic physics,Phys Rev Lett,,,,-1.5429481711652673,-1.5429481711652673
Manipulation of photons in a cavity by dispersive atom-field coupling: Quantum-nondemolition measurements and generation of ''Schrodinger cat'' states,Electromagnetic field,American Physical Society,-1.2819343457956478,-1.2819343457956478,-0.9038682118755978,-0.9038682118755978,
Mannan‐binding protein—levels in plasma and upper‐airways secretions and frequency of genotypes in children with recurrence of otitis media,Complement,Blackwell Publishing Ltd,,,-0.9038682118755978,-0.9038682118755978,-0.9038682118755978
Mannitol metabolism in cultured plant cells,Tissue culture,Blackwell Publishing Ltd,,-1.897119984885881,-1.897119984885881,,
"Mannose-resistant adhesion of motile Aeromonas to INT407 cells and the differences among isolates from humans, food and water.",Biology,Cambridge University Press,,,,-1.897119984885881,
Mannose-specific binding sites in synoviocytes of rat synovial membrane: an ultrastructural-cytochemical study.,Biology,Academic Press,,-1.897119984885881,-1.897119984885881,,
Mantle flow in subduction systems: The subslab flow field and implications for mantle dynamics,Geophysics,American Geophysical Union,,,,-1.2819343457956478,-1.2819343457956478
Manufacture and Application of High Nitrogen Steels,Materials Science,The Iron and Steel Institute of Japan,,,,,-1.2819343457956478
Manufacturing and Productivity,Multifactor productivity,Springer US,,-1.897119984885881,,,
Manufacturing industry‐‐the consumer of mathematics,Mathematics,Taylor & Francis Group,,-1.897119984885881,,,
Manufacturing of One-side Electrogalvanized Steel Strip with Heavy Coating,Materials Science,The Iron and Steel Institute of Japan,-1.897119984885881,-1.897119984885881,,,
Many commonly used siRNAs risk off-target activity.,Biology,Biochem Biophys Res Commun,,,,-1.2819343457956478,-1.2819343457956478
Mapping North African landforms using continental scale unmixing of MODIS imagery,Geology,Elsevier,,,-1.2819343457956478,-1.2819343457956478,-1.2819343457956478
Mapping Surface Soil Moisture with Microwave Radiometers,Evapotranspiration,Springer,,,,-1.2819343457956478,
Mapping equivalent approach to analysis and realization of memristor-based dynamical circuit,Physics,IOP Publishing,,,,,-1.2819343457956478
Mapping genes controlling root morphology and root distribution in a doubled-haploid population of rice,Water scarcity,Springer,,-0.9277625320750339,-0.6855511039383174,-0.6855511039383174,-0.6855511039383174
Mapping of Fc gamma receptors in the human and porcine eye.,Immunohistochemistry,Exp Eye Res,,,,-1.897119984885881,
Mapping of a gene that confers short lateral branching (slb) in melon (Cucumis melo L.),Biology,Springer Netherlands,,,,-1.2819343457956478,-1.2819343457956478
